"","CTRY","YEAR","COW","PHYSINT","ASSN","DOMMOV","WORKER","polity","l_pop","urban","gdp","gdpgrth","event_lag1","event","FORMOV","dummyevent","Violence","tax","speech","protesthistory","laborenvir","anocracy","ViolenceLag","milcapita"
"343","Liberia",1996,450,0,1,0,1,0,14.64082,50.860001,5.1698179,12.12121,0,0,1,0,8,NA,1,0,3,1,NA,0.0182456780550107
"344","Liberia",1997,450,2,1,0,1,0,14.72393,51.720001,5.75736,106.2798,0,0,1,0,6,NA,1,1,3,1,8,0.0182456780550107
"345","Liberia",1998,450,0,2,0,1,0,14.81019,52.580002,5.8803148,29.700001,0,0,1,0,8,NA,0,0,3,1,6,0.0182456780550107
"346","Liberia",1999,450,1,2,0,1,0,14.88337,53.439999,5.9897461,22.9,0,0,1,0,7,NA,1,0,4,1,8,0.00170648464163823
"347","Liberia",2000,450,0,2,0,1,0,14.9357,54.299999,6.1579051,25.700001,0,0,1,0,8,NA,0,0,3,1,7,0.00475586556753329
"348","Liberia",2001,450,1,2,0,1,0,14.96633,55.060001,6.2112112,2.9000001,0,0,1,0,7,NA,0,0,3,1,8,0.00475435816164818
"349","Liberia",2002,450,1,2,0,1,0,14.98063,55.82,6.245142,3.7,0,0,1,0,7,NA,0,0,3,1,7,0.00488440247476392
"350","Libya",1994,620,1,0,2,0,-7,15.36586,80.519997,NA,NA,0,0,0,0,7,0.118761246330145,0,0,2,0,NA,0.0163298632373954
"351","Libya",1995,620,2,0,2,0,-7,15.38571,81,NA,NA,0,0,0,0,6,0.123740498497437,0,0,2,0,7,0.0140558535232107
"352","Libya",1996,620,1,0,2,1,-7,15.40548,81.419998,NA,NA,0,0,0,0,7,0.131432114073156,0,0,3,0,6,0.0135884140890399
"353","Libya",1997,620,2,0,1,0,-7,15.42523,81.839996,NA,NA,0,0,0,0,6,0.121036016645143,0,0,1,0,7,0.0121023513139696
"354","Libya",1998,620,2,0,1,0,-7,15.44498,82.260002,NA,NA,0,0,0,0,6,0.133380935380221,0,0,1,0,6,0.0131110694886683
"355","Libya",1999,620,3,0,1,0,-7,15.46471,82.68,NA,NA,0,0,0,0,5,0.189500179791442,0,0,1,0,6,0.0155364649972583
"356","Libya",2000,620,4,0,2,0,-7,15.4844,83.099998,9.2432766,1.147146,0,0,0,0,4,0.133557800224467,0,0,2,0,5,0.0135593220338983
"357","Libya",2001,620,1,0,2,1,-7,15.50407,83.440002,NA,4.515542,0,0,0,0,7,0.126211240310078,0,0,3,0,4,0.0143396226415094
"358","Libya",2002,620,3,0,2,0,-7,15.52373,83.779999,NA,3.26,0,0,0,0,5,0.10379824696294,0,0,2,0,7,0.0142322097378277
"359","Libya",2003,620,3,0,2,0,-7,15.54338,84.120003,NA,-2.75,0,0,0,0,5,0.0627045035397704,0,0,2,0,5,0.0140143831827402
"360","Libya",2004,620,4,0,2,0,-7,15.563,84.459999,NA,5,0,0,0,0,4,0.0727141828653708,0,0,2,0,5,0.0138006173960414
"361","Malawi",2001,553,5,2,2,1,4,16.283251,15.52,6.821157,-4.974966,0,0,2,0,3,NA,1,0,6,1,NA,0.000462278106508876
"362","Malawi",2002,553,6,1,2,1,4,16.306231,15.94,6.8324108,2.859206,0,0,2,0,2,NA,1,0,5,1,3,0.000419216902825522
"363","Malawi",2003,553,3,1,2,1,5,16.328239,16.360001,6.8801279,6.070466,0,0,2,0,5,NA,1,0,5,1,2,0.000408530108669009
"364","Malaysia",1994,820,5,0,1,1,4,16.803169,54.439999,8.9745016,9.2120428,0,0,1,0,3,NA,0,0,2,1,NA,0.00571797931583134
"365","Malaysia",1995,820,5,1,1,1,3,16.829201,55.599998,9.0750389,9.8290815,0,0,1,0,3,NA,1,0,4,1,3,0.00589685340035768
"366","Malaysia",1996,820,7,0,1,1,3,16.854879,56.84,9.1710815,10.0027,0,0,1,0,1,NA,1,0,3,1,3,0.0060465775426331
"367","Malaysia",1997,820,5,0,1,0,3,16.880159,58.080002,9.2208939,7.3227429,0,0,1,0,3,NA,1,0,2,1,1,0.00507707929474753
"368","Malaysia",1998,820,5,0,1,1,3,16.90476,59.32,9.1984863,-7.359416,0,0,1,0,3,NA,1,0,3,1,3,0.00513778608127043
"369","Malaysia",1999,820,5,0,1,0,3,16.928391,60.560001,9.2687731,6.13761,0,0,1,0,3,NA,1,0,2,1,3,0.0043518094365552
"370","Malaysia",2000,820,2,0,1,1,3,16.95088,61.799999,9.3418512,8.8588676,0,0,1,0,6,NA,1,0,3,1,3,0.00431577054486603
"371","Malaysia",2001,820,5,0,1,1,3,16.97217,62.900002,9.3482075,0.3182036,0,0,1,0,3,NA,1,0,3,1,6,0.00416441094407196
"372","Malaysia",2002,820,6,0,1,0,3,16.99235,64,9.4103966,4.1476712,0,0,1,0,2,NA,1,0,2,1,3,0.00409601048578684
"373","Malaysia",2003,820,5,0,1,0,3,17.0116,65.099998,9.4968443,5.6857648,0,0,1,0,3,NA,0,0,1,1,2,0.00417821702623438
"374","Malaysia",2004,820,4,1,1,0,3,17.030161,66.199997,NA,7.2336731,0,0,1,0,4,NA,0,0,2,1,3,0.00421841119653065
"375","Mauritania",1994,435,5,1,2,1,-6,14.62224,39.779999,7.101862,-3.0607319,0,0,1,0,3,NA,0,0,4,0,NA,0.00723654454997739
"376","Mauritania",1995,435,5,1,1,1,-6,14.64843,39.799999,7.1583929,9.8198004,0,0,2,0,3,NA,0,0,3,0,3,0.00700525394045534
"377","Mauritania",1996,435,7,1,2,0,-6,14.67519,39.84,7.1836071,5.8188272,0,0,2,0,1,NA,1,0,4,0,3,0.00680561463207146
"378","Mauritania",1997,435,5,1,2,1,-6,14.7025,39.880001,7.2184138,-4.0446968,0,0,2,0,3,NA,1,0,5,0,1,0.00668896321070234
"379","Mauritania",1998,435,6,1,1,1,-6,14.73039,39.919998,7.2232161,2.777936,0,0,2,0,2,NA,0,0,3,0,3,0.00632661130881771
"380","Mauritania",1999,435,5,2,1,0,-6,14.7589,39.959999,7.2791791,6.6703711,0,0,2,0,3,NA,1,0,4,0,2,0.00615858352578907
"381","Mauritania",2000,435,6,1,1,1,-6,14.788,40,7.3274388,1.850329,0,0,2,0,2,NA,0,0,3,0,3,0.00599250936329588
"382","Mauritania",2001,435,6,1,1,0,-6,14.81765,40.080002,7.3363461,2.892355,0,0,2,0,2,NA,0,0,2,0,2,0.00587371512481645
"383","Mauritania",2002,435,6,1,1,1,-6,14.84768,40.16,7.3959441,1.0969909,0,0,2,0,2,NA,1,0,4,0,2,0.00556134862704206
"384","Mauritania",2003,435,4,1,1,1,-6,14.87777,40.240002,7.4299932,5.5941911,0,0,2,0,4,NA,1,0,4,0,2,0.00539447066756575
"385","Mauritania",2004,435,6,1,1,1,-6,14.90755,40.32,NA,5.1786051,0,0,2,0,2,NA,1,0,4,0,4,0.00523731587561375
"386","Mexico",1994,70,1,2,2,0,4,18.310261,73.220001,8.8039179,4.4582582,0,0,2,0,7,NA,1,0,5,1,NA,0.00195391005314635
"387","Mexico",1995,70,2,2,2,0,4,18.327959,73.400002,8.7391729,-6.2179871,0,2,2,1,6,NA,2,1,6,1,7,0.00193397946666372
"388","Mexico",1996,70,1,2,2,0,4,18.343479,73.660004,8.7820091,5.1398282,2,1,2,1,7,NA,2,1,6,1,6,0.00188744364632542
"389","Morocco",1994,600,4,0,0,0,-7,17.073469,51.200001,8.1339798,10.35805,0,0,0,0,4,NA,1,0,1,0,NA,0.0073335840541557
"390","Morocco",1995,600,4,0,0,0,-7,17.090191,51.900002,8.0835485,-6.579443,0,0,1,0,4,NA,1,0,1,0,4,0.00739028272568786
"391","Morocco",1996,600,3,1,1,0,-7,17.106279,52.540001,8.1993341,12.21688,0,0,1,0,5,NA,0,0,2,0,4,0.00726311084624553
"392","Morocco",1997,600,3,0,1,1,-7,17.12174,53.18,8.1661243,-2.227711,0,0,1,0,5,NA,0,0,2,0,5,0.00714024166971805
"393","Morocco",1998,600,6,0,1,1,-6,17.13656,53.82,8.216754,7.6748142,0,0,1,0,2,NA,1,0,3,0,5,0.0071227672864083
"394","Morocco",1999,600,4,1,1,0,-6,17.150721,54.459999,8.2070942,-0.079780601,0,1,1,1,4,NA,1,0,3,0,2,0.00699752395306276
"395","Morocco",2000,600,4,0,1,0,-6,17.164209,55.099998,8.2214918,0.95657903,1,0,1,0,4,0.257937244881896,1,0,2,0,4,0.00698388063913089
"396","Morocco",2001,600,5,0,2,0,-6,17.177031,55.82,8.2987528,6.2968769,0,0,1,0,3,0.261226828426141,1,0,3,0,4,0.00678779568049366
"397","Morocco",2002,600,4,0,2,1,-6,17.189159,56.540001,8.3357153,3.190146,0,0,1,0,4,0.261101462323735,1,1,4,0,3,0.00668690935143803
"398","Morocco",2003,600,4,1,2,1,-6,17.20059,57.259998,8.38412,5.521616,0,0,1,0,4,0.253728013047613,1,0,5,0,4,0.00662453104403961
"399","Morocco",2004,600,4,1,2,1,-6,17.211321,57.98,NA,4.2443519,0,0,1,0,4,0.259530982063832,0,0,4,0,4,0.00663183279742765
"400","Nepal",1994,790,6,1,2,1,5,16.86689,10.5,7.0284219,8.5631247,1,0,1,0,2,NA,1,0,5,1,NA,0.00167480141640348
"401","Nepal",1995,790,5,2,2,1,5,16.892,10.9,7.075212,3.3040171,0,0,2,0,3,NA,1,0,6,1,2,0.00186428038777032
"402","Nepal",1996,790,6,1,2,1,5,16.916771,11.4,7.1156492,5.337719,0,0,2,0,2,NA,1,1,5,1,3,0.00168010752688172
"403","Nepal",1997,790,3,1,2,1,5,16.941219,11.9,7.1502428,5.2608562,0,0,2,0,5,NA,1,0,5,1,2,0.00154928954008233
"404","Nepal",1998,790,1,1,2,1,5,16.96521,12.4,7.1580238,2.942544,0,0,2,0,7,NA,1,0,5,1,5,0.00153192979384602
"405","Nepal",2002,790,0,1,2,1,-6,17.05479,14.36,7.3111711,-0.5958854,0,1,1,1,8,NA,1,0,5,0,7,0.00211591918018504
"406","Nepal",2003,790,1,1,2,1,-6,17.07564,14.84,7.3376989,3.3838069,1,0,2,0,7,NA,0,1,4,0,8,0.00256870260132105
"407","Nepal",2004,790,0,1,2,1,-6,17.09609,15.32,NA,3.7102981,0,1,2,1,8,NA,1,0,5,0,7,0.00264826257924725
"408","Niger",1996,436,6,0,0,1,-6,16.144541,15.88,6.6065369,3.4190929,0,0,1,0,2,NA,1,0,2,0,NA,0.000528262017960909
"409","Niger",1997,436,4,1,0,1,-6,16.178659,15.96,6.6593552,2.7539661,0,0,1,0,4,NA,1,0,3,0,2,0.000510829587249694
"410","Niger",1998,436,4,1,0,1,-6,16.213131,16.040001,6.724719,10.42226,0,0,1,0,4,NA,0,0,2,0,4,0.000595356221472514
"411","Niger",1999,436,6,1,1,1,4,16.24769,16.120001,6.7316718,-0.56875831,0,0,1,0,2,NA,1,0,4,1,4,0.000576923076923077
"412","Niger",2000,436,6,1,1,2,4,16.28212,16.200001,6.6938872,-1.4095089,0,0,2,0,2,NA,1,0,5,1,2,0.000465983224603914
"413","Niger",2001,436,7,1,1,2,4,16.316389,16.32,6.7438869,7.104341,0,0,2,0,1,NA,1,0,5,1,2,0.000450856627592426
"414","Niger",2002,436,7,1,1,1,4,16.350519,16.440001,6.7588549,2.9991219,0,0,2,0,1,NA,1,0,4,1,1,0.000423119235000423
"415","Niger",2003,436,6,1,1,1,4,16.384451,16.559999,6.78298,4.4000001,0,0,2,0,2,NA,1,0,4,1,1,0.000408030031010282
"416","Niger",2004,436,6,1,1,1,4,16.41811,16.68,6.7604942,-0.59995693,0,0,2,0,2,NA,1,0,4,1,2,0.000393421984420489
"417","Nigeria",1994,475,2,0,0,0,-7,18.47884,38.599998,6.8469682,0.1,2,2,0,1,6,0.0307457455782321,1,0,1,0,NA,0.000737544713648265
"418","Nigeria",1995,475,4,0,1,0,-6,18.50695,39.5,6.7724748,2.5,2,0,0,0,4,0.0717148826627236,0,0,1,0,6,0.000716063085157802
"419","Nigeria",1996,475,3,0,0,0,-6,18.534719,40.380001,6.8929701,4.3000002,0,0,0,0,5,0.0657648196028031,0,1,0,0,4,0.000695531211963137
"420","Nigeria",1997,475,2,0,0,0,-6,18.56212,41.259998,6.904778,2.7,0,0,0,0,6,0.0638915216576545,0,1,0,0,5,0.000642059998817258
"421","Nigeria",1998,475,4,0,0,1,-1,18.58914,42.139999,6.9098468,1.879439,0,0,0,0,4,0.038183347533989,0,0,1,1,6,0.0007142253004915
"422","Nigeria",1999,475,2,1,1,0,4,18.61577,43.02,6.9432721,1.100377,0,3,0,1,6,0.0458719416538763,1,0,3,1,4,0.000706778649777411
"423","Nigeria",2000,475,1,1,0,1,4,18.642,43.900002,6.9790802,5.4000001,3,3,0,1,7,0.0457994671098815,1,0,3,1,6,0.000681577672950335
"424","Nigeria",2001,475,2,1,0,1,4,18.667839,44.759998,6.99616,3.0999999,3,4,0,1,6,0.0596297679583169,1,0,3,1,7,0.000656560129965236
"425","Nigeria",2002,475,3,1,0,0,4,18.69327,45.619999,7.0287738,1.548923,4,3,0,1,5,0.0509029404832384,1,1,2,1,6,0.000603598374927452
"426","Nigeria",2003,475,2,1,1,0,4,18.71826,46.48,7.1665282,10.69472,3,4,0,1,6,0.0517802462102375,0,1,2,1,5,0.000588457185967559
"427","Nigeria",2004,475,1,1,1,0,4,18.742769,47.34,7.1797719,6.1001911,4,5,2,1,7,0.0443857113454854,1,1,3,1,6,0.000573533628923742
"428","Oman",1994,698,5,0,0,0,-9,14.56362,70.440002,9.316803,3.8757751,0,0,0,0,3,NA,0,0,0,0,NA,0.0166984732824427
"429","Oman",1995,698,6,0,0,0,-9,14.59358,71.699997,9.3911343,4.996819,0,0,0,0,2,NA,1,0,1,0,3,0.0168618266978923
"430","Oman",1996,698,7,0,0,0,-9,14.62166,71.68,9.4823713,3.0459399,0,0,0,0,1,NA,0,0,0,0,2,0.0165073848827107
"431","Oman",1997,698,7,0,0,0,-9,14.64798,71.660004,9.4950447,6.0335131,0,0,0,0,1,NA,0,0,0,0,1,0.0158267388588088
"432","Oman",1998,698,7,0,0,0,-9,14.67176,71.639999,9.3553429,2.642338,0,0,0,0,1,NA,0,0,0,0,1,0.017632241813602
"433","Oman",1999,698,7,0,0,0,-9,14.69201,71.620003,9.4733362,-0.1248067,0,0,0,0,1,NA,0,0,0,0,1,0.0154471544715447
"434","Oman",2000,698,6,0,0,0,-9,14.70833,71.599998,9.6923456,5.4013729,0,0,0,0,2,NA,0,0,0,0,1,0.017309205350118
"435","Oman",2001,698,8,0,0,0,-9,14.72031,71.580002,9.6209145,7.4338188,0,0,0,0,0,NA,0,0,0,0,2,0.0173527037933818
"436","Oman",2002,698,8,0,0,0,-8,14.72881,71.559998,9.6599283,1.833215,0,0,0,0,0,NA,0,0,0,0,0,0.0181975736568458
"437","Oman",2003,698,8,1,0,0,-8,14.73612,71.540001,9.7114,1.297088,0,0,1,0,0,NA,0,0,1,0,0,0.0175805776475513
"438","Oman",2004,698,8,1,0,0,-8,14.74525,71.519997,NA,3.12622,0,0,2,0,0,NA,0,0,1,0,0,0.0170454545454545
"439","Pakistan",1999,770,2,1,1,0,-6,18.719231,32.84,7.8053198,3.6601329,1,0,1,0,6,NA,1,0,3,0,NA,0.00387314466523557
"440","Pakistan",2000,770,1,1,1,1,-6,18.74334,33.099998,7.8148561,4.260088,0,1,1,1,7,NA,2,0,5,0,6,0.00391096796457123
"441","Pakistan",2001,770,1,0,1,0,-6,18.76746,33.459999,7.8156919,1.9824311,1,1,1,1,7,NA,2,1,3,0,7,0.00435546188970847
"442","Pakistan",2002,770,2,0,1,0,-5,18.791571,33.82,7.8570042,3.2244301,1,0,1,0,6,NA,1,0,2,1,7,0.00414178256977568
"443","Pakistan",2003,770,1,1,1,0,-5,18.81568,34.18,7.8935399,4.8513608,0,0,1,0,7,NA,0,1,2,1,6,0.00406770764991471
"444","Pakistan",2004,770,1,1,1,0,-5,18.83979,34.540001,7.9439492,7.3627949,0,0,1,0,7,NA,1,1,3,1,7,0.00399610701832408
"445","Peru",1994,135,1,1,2,0,1,16.969139,70.18,8.1737633,12.82164,2,1,2,1,7,NA,1,1,4,1,NA,0.004842196281885
"446","Peru",1995,135,3,1,2,0,1,16.98674,70.5,8.259779,8.6089125,1,0,2,0,5,NA,1,1,4,1,7,0.00488696243413225
"447","Peru",1996,135,1,2,2,1,1,17.00429,70.720001,8.277935,2.5182209,0,1,2,1,7,NA,1,1,6,1,5,0.00480227168330062
"448","Peru",1997,135,4,2,2,1,1,17.0217,70.940002,8.3405113,6.8640609,1,0,2,0,4,NA,1,1,6,1,7,0.00471872307250421
"449","Peru",1998,135,4,2,1,1,1,17.03886,71.160004,8.3089523,-0.65795112,0,0,2,0,4,NA,1,1,5,1,4,0.00463765778118321
"450","Peru",1999,135,2,1,1,1,1,17.05559,71.379997,8.3092184,0.91413099,0,1,2,1,6,NA,1,1,4,1,4,0.00455806579468886
"451","Qatar",1996,694,NA,NA,2,NA,-10,13.19223,94.260002,9.8411922,NA,0,0,2,0,NA,NA,NA,0,NA,0,NA,0.0197132616487455
"452","Qatar",1997,694,NA,NA,2,NA,-10,13.21195,94.419998,9.9946156,NA,0,0,2,0,NA,NA,NA,0,NA,0,NA,0.0193321616871705
"453","Qatar",1998,694,NA,NA,2,NA,-10,13.23608,94.580002,9.8804474,NA,0,0,2,0,NA,NA,NA,0,NA,0,NA,0.0189982728842832
"454","Qatar",1999,694,NA,NA,2,NA,-10,13.26975,94.739998,10.06448,NA,0,0,2,0,NA,NA,NA,0,NA,0,NA,0.0203735144312394
"455","Qatar",2000,694,NA,NA,2,NA,-10,13.31519,94.900002,10.3816,NA,0,0,2,0,NA,NA,NA,0,NA,0,NA,0.0200333889816361
"456","Qatar",2001,694,7,0,2,0,-10,13.37306,95,10.37784,NA,0,0,2,0,1,NA,0,0,2,0,NA,0.0184899845916795
"457","Qatar",2002,694,NA,NA,2,NA,-10,13.43905,95.099998,10.35078,7.1334591,0,0,2,0,NA,NA,NA,0,NA,0,1,0.019047619047619
"458","Qatar",2003,694,8,0,2,0,-10,13.50522,95.199997,10.22791,3.490072,0,0,2,0,0,NA,1,0,3,0,NA,0.0181818181818182
"459","Qatar",2004,694,8,0,2,0,-10,13.56311,95.300003,NA,20.843161,0,0,2,0,0,NA,1,0,3,0,0,0.0166666666666667
"460","Romania",1994,360,6,1,2,1,5,16.93924,54.779999,8.3823318,3.9702311,6,2,2,1,2,0.318215615615616,1,1,5,1,NA,0.00879855703664599
"461","Romania",1995,360,6,2,2,1,5,16.93704,54.900002,8.4542418,7.159904,2,2,2,1,2,0.339577289680895,1,1,6,1,2,0.00881795335302676
"462","Russia",1994,365,5,2,0,1,4,18.814989,73.400002,8.9625893,-12.56976,2,3,NA,1,3,NA,1,0,4,1,NA,0.00946150519031142
"463","Russia",1995,365,1,2,0,1,4,18.813669,73.400002,8.9111509,-4.143528,3,4,NA,1,7,NA,1,0,4,1,3,0.00947392640112604
"464","Russia",1996,365,3,2,0,1,4,18.810961,73.400002,8.8519659,-3.5999999,4,4,NA,1,5,NA,1,1,4,1,7,0.00879930147083708
"465","Russia",1997,365,3,2,0,1,4,18.80801,73.400002,8.900816,1.4,4,7,NA,1,5,NA,1,1,4,1,5,0.00883722511131505
"466","Russia",1998,365,3,2,0,1,4,18.80526,73.400002,8.8565664,-5.3000002,7,5,NA,1,5,NA,1,1,4,1,5,0.00678269598600052
"467","Russia",1999,365,3,1,0,1,4,18.801229,73.400002,8.9393291,6.4000001,5,0,NA,0,5,NA,1,1,3,1,5,0.00611429658414631
"468","Rwanda",1994,517,0,0,1,2,-6,15.52575,7.7199998,6.3850832,-50.24807,0,0,1,0,8,NA,1,0,4,0,NA,0.00566465256797583
"469","Rwanda",1995,517,0,1,0,2,-6,15.50912,8.3000002,6.7114201,35.224079,0,0,1,0,8,NA,1,0,4,0,8,0.00578703703703704
"470","Rwanda",1996,517,1,1,2,1,-6,15.55137,9.3999996,6.8050308,12.7457,0,0,1,0,7,0.106196994836773,0,0,4,0,8,0.0101908467667223
"471","Rwanda",1997,517,0,1,2,1,-6,15.63683,10.5,6.8184452,13.84975,0,0,2,0,8,0.108641424062503,1,0,5,0,7,0.00679925208227095
"472","Rwanda",1998,517,2,1,2,1,-6,15.73898,11.6,6.9035959,8.8586693,0,0,2,0,6,0.113379397132615,0,0,4,0,8,0.00605693519079346
"473","Rwanda",1999,517,3,1,0,1,-6,15.83041,12.7,6.917222,7.5810971,0,0,1,0,5,0.113797337561779,0,0,2,0,6,0.0055286800276434
"474","Rwanda",2000,517,2,1,0,2,-4,15.89801,13.8,6.9256639,5.9729519,0,0,1,0,6,0.106637459763314,1,0,4,1,5,0.00905211431527221
"475","Rwanda",2001,517,3,1,0,1,-4,15.94172,14.9,6.9929819,6.7198339,0,0,1,0,5,0.121524023584906,0,0,2,1,6,0.00904392764857881
"476","Rwanda",2002,517,3,1,1,0,-4,15.96889,16,7.1047549,9.3834066,0,0,1,0,5,0.132553887076537,0,0,2,1,5,0.00778816199376947
"477","Rwanda",2003,517,2,0,1,0,-3,15.98544,17.1,7.1529651,0.94823653,0,0,2,0,6,0.12977237713998,0,0,1,1,5,0.00558842866535174
"478","Rwanda",2004,517,2,1,0,0,-3,15.99958,18.200001,NA,3.95033,0,0,1,0,6,0.130939231509121,0,0,1,1,6,0.00551113032202291
"479","Saudi Arabia",1994,670,4,0,0,0,-10,16.70726,78.279999,9.5256567,0.66555732,0,0,0,0,4,NA,0,0,0,0,NA,0.00923163523782719
"480","Saudi Arabia",1995,670,4,0,0,0,-10,16.733749,78.699997,9.5056496,0.2009134,0,0,0,0,4,NA,0,0,0,0,4,0.00958641468090934
"481","Saudi Arabia",1996,670,3,0,0,0,-10,16.75881,78.919998,9.543046,3.3838201,0,0,0,0,5,NA,0,0,0,0,4,0.00955616903801232
"482","Saudi Arabia",1997,670,4,0,0,0,-10,16.78307,79.139999,9.567709,2.5926621,0,0,0,0,4,NA,0,0,0,0,5,0.00923361034164358
"483","Saudi Arabia",1998,670,5,0,0,0,-10,16.806789,79.360001,9.4169464,2.8345649,0,0,0,0,3,NA,0,0,0,0,4,0.0094147960953372
"484","Saudi Arabia",1999,670,5,0,0,0,-10,16.821091,79.580002,9.4995451,-0.74851048,0,0,0,0,3,NA,1,0,1,0,3,0.00909134408344897
"485","Saudi Arabia",2000,670,5,0,0,0,-10,16.84374,79.800003,9.6694422,4.864573,0,0,0,0,3,NA,1,0,1,0,3,0.00934882214097283
"486","Saudi Arabia",2001,670,5,0,0,0,-10,16.86586,80.040001,9.6310568,0.5474388,0,0,0,0,3,NA,1,0,1,0,3,0.00958100958100958
"487","Saudi Arabia",2002,670,5,0,0,0,-10,16.887699,80.279999,9.6488142,0.1280515,0,0,0,0,3,NA,1,0,1,0,3,0.00916380297823597
"488","Saudi Arabia",2003,670,5,0,0,0,-10,16.909019,80.519997,9.5794678,7.65908,0,0,0,0,3,NA,0,0,0,0,3,0.00875196919306844
"489","Saudi Arabia",2004,670,4,0,0,0,-10,16.93033,80.760002,NA,5.2669172,0,0,0,0,4,NA,0,0,0,0,3,0.00838961365829104
"490","Senegal",1994,433,2,0,2,2,-1,16.00001,39.639999,7.242116,2.8716159,0,0,2,0,6,NA,1,0,5,1,NA,0.00172265288544358
"491","Senegal",1995,433,2,2,2,2,-1,16.02593,39.799999,7.2396879,5.162219,0,0,1,0,6,NA,1,0,7,1,6,0.00167724931112975
"492","Senegal",1996,433,4,2,2,1,-1,16.05163,39.959999,7.2731771,5.141089,0,0,1,0,4,NA,1,0,6,1,6,0.00163322445170322
"493","Senegal",1997,433,2,1,2,2,-1,16.07707,40.119999,7.2922978,3.3338239,0,0,1,0,6,0.153103507262766,1,0,6,1,4,0.00159054760281754
"494","Senegal",1998,433,1,1,2,1,-1,16.102249,40.279999,7.3179421,4.4545312,0,0,1,0,7,0.161157295156017,1,0,5,1,6,0.00144396312340331
"495","Senegal",1999,433,2,1,1,1,-1,16.127171,40.439999,7.3345442,6.1601219,0,1,1,1,6,0.166345824713689,1,0,4,1,7,0.00140692640692641
"496","Sierra Leone",1994,451,0,0,0,2,-7,15.23204,32.82,6.6650891,-1.95,0,0,1,0,8,NA,1,0,3,0,NA,0.00121153380179307
"497","Sierra Leone",1995,451,0,1,1,2,-7,15.23542,33.5,6.7794862,-7.9980001,0,0,1,0,8,NA,1,0,5,0,8,0.00119189511323004
"498","Sierra Leone",1996,451,3,2,1,2,4,15.24266,34.200001,6.8258672,5,0,0,1,0,5,NA,1,0,6,1,8,0.00116360251338143
"499","Sierra Leone",1997,451,NA,NA,NA,NA,0,15.25336,34.900002,6.556798,-17.6,0,0,-77,0,NA,NA,NA,0,NA,1,5,0.00112917795844625
"500","Sierra Leone",1998,451,NA,NA,NA,NA,0,15.26914,35.599998,6.5357862,-0.80000001,0,0,-77,0,NA,NA,NA,0,NA,1,NA,0.000875656742556918
"501","Sierra Leone",1999,451,NA,NA,NA,NA,0,15.2917,36.299999,6.4529672,-8.1000004,0,0,-77,0,NA,NA,NA,0,NA,1,NA,0.000635997456010176
"502","Sierra Leone",2000,451,NA,NA,NA,NA,0,15.32158,37,6.5275631,3.8,0,0,-77,0,NA,NA,NA,0,NA,1,NA,0.000618046971569839
"503","Sierra Leone",2001,451,4,1,1,2,2,15.35937,37.740002,6.3925819,18.200001,0,0,1,0,4,NA,2,0,6,1,NA,0.00118717847249703
"504","Sierra Leone",2002,451,8,2,1,2,5,15.4032,38.48,6.4266601,27.4,0,0,2,0,0,NA,1,0,6,1,4,0.00289338971733808
"505","Sierra Leone",2003,451,5,2,1,1,5,15.4485,39.220001,6.4464798,9.1999998,0,0,2,0,3,NA,1,0,5,1,0,0.00275832802885635
"506","Sierra Leone",2004,451,6,2,1,1,5,15.49007,39.959999,NA,7.4000001,0,0,1,0,2,NA,1,0,5,1,3,0.00263798701298701
"507","Singapore",1994,830,7,0,0,1,-2,15.04544,100,10.02355,11.56712,0,0,1,0,1,0.259548487860287,1,0,2,1,NA,0.0166468489892985
"508","Singapore",1995,830,6,0,0,1,-2,15.07568,100,10.10604,8.1548376,0,0,1,0,2,0.25582179409994,1,0,2,1,1,0.015282583621684
"509","Singapore",1996,830,5,0,1,1,-2,15.1157,100,10.15799,7.790338,0,0,1,0,3,0.279086876236859,1,0,3,1,2,0.0146733111849391
"510","Singapore",1997,830,5,0,1,2,-2,15.14893,100,10.21999,8.340971,0,0,1,0,3,0.268167881444824,1,0,4,1,3,0.0147176879850147
"511","Singapore",1998,830,7,0,1,2,-2,15.18237,100,10.13708,-1.3769259,0,1,1,1,1,0.269185722253207,1,0,4,1,3,0.0152983171851096
"512","Singapore",1999,830,6,0,1,2,-2,15.18973,100,10.15465,7.202342,1,0,1,0,2,0.275760683760684,1,0,4,1,1,0.0151860288534548
"513","Singapore",2000,830,6,0,1,1,-2,15.20622,100,10.2899,10.06033,0,0,1,0,2,0.257459840937428,1,0,3,1,2,0.0149328023892484
"514","Singapore",2001,830,7,1,1,1,-2,15.23408,100,10.21564,-2.398705,0,0,1,0,1,0.244871041544251,1,1,4,1,2,0.014499758337361
"515","Singapore",2002,830,7,0,1,0,-2,15.24374,100,10.2314,4.1570759,0,0,1,0,1,0.213205369616716,1,0,2,1,1,0.0145067698259188
"516","Singapore",2003,830,8,1,1,0,-2,15.24706,100,10.2329,3.112592,0,0,1,0,0,0.195543089777273,0,0,2,1,1,0.0169212690951821
"517","Singapore",2004,830,7,1,1,0,-2,15.26014,100,10.36436,8.8044538,0,0,1,0,1,0.189210474502855,0,0,2,1,0,0.0164571428571429
"518","Somalia",1995,520,NA,NA,NA,NA,0,15.65791,31.4,6.5398431,NA,0,0,-77,0,NA,NA,NA,0,NA,1,NA,0.0182456780550107
