"","X","ccode","isocode","ctry_name","year","gdp_grth","urban","l_pop","polity2","event","Africa","Asia","Europe","Latin_America","PHYSINT","ELECSD","LABENV","milex","milper","tpop","VIOLENCE","lagVIOLENCE","dummyevent","lagdummy","ProtestHistory","milexpc","lmilexpc"
"594",594,710,"CHN","China",1984,15.2,0.2232,20.75943,-7,0,0,1,0,0,2,0,1,22.6137728780743,4100,1054667,6,6,0,0,NA,2.14416236386218e-05,-10.7501764952157
"595",595,710,"CHN","China",1985,13.5,0.23,20.77305,-7,0,0,1,0,0,4,0,0,5.93360898918401,4100,1070175,4,6,0,0,NA,5.5445221474843e-06,-12.1027001180649
"596",596,710,"CHN","China",1986,8.8000002,0.23879999,20.78792,-7,0,0,1,0,0,3,0,1,5.36450574314967,4030,1086773,5,4,0,0,NA,4.93617870811078e-06,-12.2189190669698
"597",597,710,"CHN","China",1987,11.6,0.2476,20.803961,-7,0,0,1,0,0,4,0,1,5.10780271202589,3530,1104193,4,5,0,0,NA,4.62582421010266e-06,-12.2838559952872
"598",598,710,"CHN","China",1988,11.3,0.25639999,20.820061,-7,0,0,1,0,0,2,0,0,5.22290949927806,3780,1121980,6,4,0,0,NA,4.65508253202202e-06,-12.2775509176347
"599",599,710,"CHN","China",1989,4.0999999,0.2652,20.83539,-7,0,0,1,0,0,0,0,0,5.85493969938791,3900,1139209,8,6,0,0,0,5.13947809347355e-06,-12.1785590218873
"600",600,710,"CHN","China",1990,3.8,0.274,20.85006,-7,0,0,1,0,0,2,0,0,5.24536810625766,3500,1155305,6,8,0,0,0,4.54024530860479e-06,-12.3025295146384
"601",601,710,"CHN","China",1991,9.1999998,0.28200001,20.86371,-7,0,0,1,0,0,4,0,0,16.0593074754837,3200,1170038,4,6,0,0,0,1.37254580410924e-05,-11.1962581983683
"602",602,710,"CHN","China",1992,14.2,0.29,20.875959,-7,0,0,1,0,0,3,0,0,20.5311397401755,3160,1183568,5,4,0,0,0,1.73468188901487e-05,-10.9621014176529
"603",603,710,"CHN","China",1993,14,0.29799999,20.887461,-7,3,0,1,0,0,3,0,0,22.9065005137243,3030,1196167,5,5,1,0,1,1.91499184593157e-05,-10.8632121003459
"604",604,710,"CHN","China",1994,13.1,0.306,20.89876,-7,1,0,1,0,0,0,0,0,23.9555797589628,2930,1208278,8,5,1,1,1,1.98262152906556e-05,-10.8285054914064
"605",605,710,"CHN","China",1995,10.9,0.314,20.90963,-7,2,0,1,0,0,0,0,0,26.9860287947131,2930,1220224,8,8,1,1,1,2.21156351577359e-05,-10.719225726381
"606",606,710,"CHN","China",1996,10,0.32279999,20.920111,-7,0,0,1,0,0,3,0,0,29.3616582649059,2650,1232083,5,8,0,1,1,2.38309093339538e-05,-10.6445271083725
"607",607,710,"CHN","China",1997,9.3000002,0.3316,20.93034,-7,3,0,1,0,0,2,0,0,29.3880222361944,2600,1243738,6,5,1,0,1,2.36287885681666e-05,-10.6530447347675
"608",608,710,"CHN","China",1998,7.8000002,0.34040001,20.939939,-7,0,0,1,0,0,2,0,0,30.4141600926337,2600,1255698,6,6,0,1,1,2.42209194349547e-05,-10.6282938587533
"609",609,710,"CHN","China",1999,7.5999999,0.34919998,20.94939,-7,2,0,1,0,0,2,0,0,31.4870567507448,2400,1266838,6,6,1,0,1,2.48548407537071e-05,-10.6024580254506
"610",610,710,"CHN","China",2000,8.3999996,0.35799999,20.95647,-7,4,0,1,0,0,3,0,0,32.8752197551892,2810,1277558,5,6,1,1,1,2.57328589036186e-05,-10.5677418261595
"611",611,710,"CHN","China",2001,8.3000002,0.36720001,20.963739,-7,1,0,1,0,0,2,0,0,36.2063136376145,2310,1271850,6,5,1,1,1,2.84674400578799e-05,-10.4667495778973
"612",612,710,"CHN","China",2002,9.1000004,0.37639999,20.97044,-7,10,0,1,0,0,1,0,0,53.2400437883399,2270,1295322,7,6,1,1,1,4.11017830225534e-05,-10.0994590548592
"613",613,710,"CHN","China",2003,10,0.38560001,20.976669,-7,2,0,1,0,0,1,0,0,57.9516583385144,2250,1302810,7,7,1,1,1,4.44820490620385e-05,-10.0204248420408
"614",614,710,"CHN","China",2004,10.1,0.3948,20.98267,-7,6,0,1,0,0,1,0,0,64.3331038893052,2253,1310414,7,7,1,1,1,4.90937244941715e-05,-9.92177934204162
"615",615,710,"CHN","China",2005,10.2,0.40400002,20.98909,NA,1,0,1,0,0,0,0,0,22.6623586968973,2255,1318177,8,7,1,1,1,1.71921970242974e-05,-10.9710549384584
"616",616,710,"CHN","China",2006,NA,NA,NA,NA,0,0,1,0,0,1,2,0,26.5604239653854,2255,1326146,7,8,0,1,1,2.00282804196411e-05,-10.8183652622145
"617",617,437,"CIV","Côte d' Ivoire",1979,2.394408,0.35959999,15.88919,-9,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"618",618,437,"CIV","Côte d' Ivoire",1980,-10.9577,0.36900002,15.93702,-9,0,1,0,0,0,NA,NA,NA,14.1665853063217,6,8194,NA,NA,0,0,NA,0.00172889740130848,-6.36027141394422
"619",619,437,"CIV","Côte d' Ivoire",1981,3.500499,0.3718,15.98491,-9,0,1,0,0,0,8,1,4,10.8411039342337,7,8515,0,NA,0,0,NA,0.00127317720895287,-6.66623976331907
"620",620,437,"CIV","Côte d' Ivoire",1982,0.2008224,0.37459999,16.032511,-9,0,1,0,0,0,8,0,4,9.89703887884268,7,8848,0,0,0,0,NA,0.00111856226026703,-6.79571111450904
"621",621,437,"CIV","Côte d' Ivoire",1983,-3.9002399,0.37740002,16.079189,-9,0,1,0,0,0,7,0,4,9.32924731182796,8,9300,1,0,0,0,NA,0.00100314487223957,-6.90461534150984
"622",622,437,"CIV","Côte d' Ivoire",1984,-2.701262,0.3802,16.124201,-9,0,1,0,0,0,8,1,3,7.56746861924686,8,9560,0,1,0,0,NA,0.000791576215402391,-7.14148439091971
"623",623,437,"CIV","Côte d' Ivoire",1985,4.5012231,0.38299999,16.167139,-9,0,1,0,0,0,8,0,3,7.21534279673815,8,9933,0,0,0,0,NA,0.000726401167496038,-7.22740812344275
"624",624,437,"CIV","Côte d' Ivoire",1986,3.2593491,0.38580002,16.207911,-9,0,1,0,0,0,8,0,3,9.07258455276674,8,10319,0,0,0,0,NA,0.000879211605074788,-7.03648495537737
"625",625,437,"CIV","Côte d' Ivoire",1987,-0.34897289,0.38860001,16.246731,-9,0,1,0,0,0,7,0,3,11.167304282915,8,10717,1,0,0,0,NA,0.00104201775524074,-6.86659629621769
"626",626,437,"CIV","Côte d' Ivoire",1988,1.136484,0.39139999,16.28381,-9,0,1,0,0,0,7,0,2,15.9948224852071,8,10816,1,1,0,0,NA,0.00147881125048143,-6.51651672308557
"627",627,437,"CIV","Côte d' Ivoire",1989,2.948005,0.39419998,16.31941,-9,0,1,0,0,0,7,0,2,11.5452930728242,8,11260,1,1,0,0,0,0.0010253368625954,-6.88273407394964
"628",628,437,"CIV","Côte d' Ivoire",1990,-1.095908,0.39700001,16.35375,-7,0,1,0,0,0,5,1,2,10.9740547921823,15,11717,3,1,0,0,0,0.000936592540085542,-6.97326222613493
"629",629,437,"CIV","Côte d' Ivoire",1991,0.040925201,0.40040001,16.38677,-7,0,1,0,0,0,5,1,3,10.750041030691,15,12186,3,3,0,0,0,0.000882163222607169,-7.03313345943359
"630",630,437,"CIV","Côte d' Ivoire",1992,-0.2445606,0.40380001,16.418449,-7,0,1,0,0,0,3,1,4,6.37626262626263,15,12672,5,3,0,0,0,0.000503177290582594,-7.59456798359923
"631",631,437,"CIV","Côte d' Ivoire",1993,-0.19248509,0.40720001,16.44895,-7,0,1,0,0,0,4,1,2,9.56356736242884,15,13175,4,5,0,0,0,0.000725887465839001,-7.22811556088551
"632",632,437,"CIV","Côte d' Ivoire",1994,0.8112067,0.41060001,16.478479,-6,0,1,0,0,0,4,1,3,5.98758671047828,15,13695,4,4,0,0,0,0.000437209690432879,-7.73509763714797
"633",633,437,"CIV","Côte d' Ivoire",1995,7.1257448,0.41400002,16.507111,-6,0,1,0,0,0,1,1,3,6.88685874912157,15,14230,7,4,0,0,0,0.000483967586024004,-7.63349262451509
"634",634,437,"CIV","Côte d' Ivoire",1996,7.7293272,0.41720001,16.53507,-6,0,1,0,0,0,4,1,2,6.49482443677694,15,14781,4,7,0,0,0,0.000439403588172447,-7.73009223197417
"635",635,437,"CIV","Côte d' Ivoire",1997,5.719059,0.42040001,16.562229,-6,0,1,0,0,0,5,1,3,7.06293706293706,15,14300,3,4,0,0,0,0.000493911682722872,-7.6131538366726
"636",636,437,"CIV","Côte d' Ivoire",1998,4.7524748,0.42360001,16.58803,-6,0,1,0,0,0,3,1,3,8.46627483907081,15,14292,5,3,0,0,0,0.000592378592154409,-7.43136461370772
"637",637,437,"CIV","Côte d' Ivoire",1999,1.586448,0.4268,16.61174,-1,0,1,0,0,0,3,1,2,8.94946991601267,15,14526,5,5,0,0,0,0.000616100090597044,-7.39210112289451
"638",638,437,"CIV","Côte d' Ivoire",2000,-3.349508,0.43,16.633011,4,0,1,0,0,0,1,1,3,5.54578655484918,8,14786,7,5,0,0,0,0.000375070103804219,-7.8883976059877
"639",639,437,"CIV","Côte d' Ivoire",2001,0.1008471,0.43400002,16.65172,4,0,1,0,0,0,2,1,3,4.72589792060491,14,16928,6,7,0,0,0,0.000279176389449723,-8.18366675566003
"640",640,437,"CIV","Côte d' Ivoire",2002,-1.630383,0.43799999,16.66832,0,0,1,0,0,0,3,1,3,8.63568215892054,17,16675,5,6,0,0,0,0.000517881988540962,-7.56576316300951
"641",641,437,"CIV","Côte d' Ivoire",2003,-1.660594,0.44200001,16.68363,0,0,1,0,0,0,2,0,2,12.5960969840331,17,16910,6,5,0,0,0,0.000744890418925672,-7.20227343909369
"642",642,437,"CIV","Côte d' Ivoire",2004,1.644834,0.44599998,16.69874,0,0,1,0,0,0,2,1,2,10.965935604293,17,17144,6,6,0,0,0,0.000639636934454797,-7.35460983249474
"643",643,437,"CIV","Côte d' Ivoire",2005,-0.30715841,0.45,16.71439,NA,0,1,0,0,0,2,1,2,14.3152811314246,17,17394,6,6,0,0,0,0.000823001099886434,-7.10255302085258
"644",644,437,"CIV","Côte d' Ivoire",2006,NA,NA,NA,NA,0,1,0,0,0,2,1,1,15.060582040539,17,17662,6,6,0,0,0,0.000852711020300023,-7.06708984829366
"645",645,471,"CMR","Cameroon",1979,6.0351191,0.3098,15.95608,-8,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"646",646,471,"CMR","Cameroon",1980,-1.965292,0.319,15.98499,-8,0,1,0,0,0,NA,NA,NA,8.30695048806304,11,8503,NA,NA,0,0,NA,0.0009769434891289,-6.9310817488135
"647",647,471,"CMR","Cameroon",1981,17.08268,0.32759998,16.013189,-8,0,1,0,0,0,3,1,1,8.60316752174883,14,8966,5,NA,0,0,NA,0.000959532402604152,-6.94906447278537
"648",648,471,"CMR","Cameroon",1982,7.516202,0.33619999,16.040859,-7,0,1,0,0,0,5,0,2,10.5477960987175,14,9279,3,5,0,0,NA,0.00113673845228123,-6.77959212384937
"649",649,471,"CMR","Cameroon",1983,6.8668299,0.3448,16.068371,-8,0,1,0,0,0,6,0,2,14.8359268929504,15,9575,2,3,0,0,NA,0.00154944406192693,-6.46985908211291
"650",650,471,"CMR","Cameroon",1984,7.4745731,0.3534,16.09623,-8,0,1,0,0,0,3,1,2,14.6983081754635,15,9871,5,2,0,0,NA,0.0014890394261436,-6.5096240473611
"651",651,471,"CMR","Cameroon",1985,8.0631618,0.36200001,16.124729,-8,0,1,0,0,0,2,0,1,12.4837694275034,15,10166,6,5,0,0,NA,0.0012279922710509,-6.70237474320949
"652",652,471,"CMR","Cameroon",1986,6.7716632,0.37099998,16.153879,-8,0,1,0,0,0,5,0,1,16.7189442478722,15,10457,3,6,0,0,NA,0.00159882798583458,-6.43848442700548
"653",653,471,"CMR","Cameroon",1987,-2.1466501,0.38,16.183399,-8,0,1,0,0,0,6,1,2,14.1646645721678,15,10822,2,3,0,0,NA,0.00130887678545258,-6.63858592524521
"654",654,471,"CMR","Cameroon",1988,-7.8236318,0.38900002,16.21298,-8,0,1,0,0,0,4,0,1,13.6001105175907,21,10858,4,2,0,0,NA,0.00125254287323547,-6.68257949546297
"655",655,471,"CMR","Cameroon",1989,-1.819121,0.39799999,16.24225,-8,0,1,0,0,0,4,0,2,12.3656845753899,21,11540,4,4,0,0,0,0.00107154978989514,-6.83864927665925
"656",656,471,"CMR","Cameroon",1990,-6.1056981,0.40700001,16.27092,-8,0,1,0,0,0,2,1,3,16.6231278300244,23,11484,6,4,0,0,0,0.0014475032941505,-6.53791507276807
"657",657,471,"CMR","Cameroon",1991,-3.808599,0.41619999,16.298929,-8,1,1,0,0,0,0,0,2,7.96070460704607,24,11808,8,6,1,0,1,0.000674178913198346,-7.30201503242837
"658",658,471,"CMR","Cameroon",1992,-3.100003,0.42540001,16.326309,-4,0,1,0,0,0,3,0,2,11.0426618349531,12,12142,5,8,0,1,1,0.000909459877693383,-7.00265967566485
"659",659,471,"CMR","Cameroon",1993,-3.1999969,0.43459999,16.35293,-4,0,1,0,0,0,1,0,2,10.7345990547144,12,12483,7,5,0,0,1,0.000859937439294594,-7.05865091636905
"660",660,471,"CMR","Cameroon",1994,-2.500001,0.44380001,16.37867,-4,0,1,0,0,0,2,0,3,10.9872983713863,12,12833,6,7,0,0,1,0.000856175358169272,-7.06303534512862
"661",661,471,"CMR","Cameroon",1995,3.2999959,0.45299999,16.40345,-4,0,1,0,0,0,4,0,0,15.2142803344129,22,13277,4,6,0,0,1,0.00114591250541635,-6.77155401140846
"662",662,471,"CMR","Cameroon",1996,5.0000038,0.46240002,16.427231,-4,0,1,0,0,0,4,1,1,16.8141592920354,15,13560,4,4,0,0,1,0.00123998224867518,-6.6926582150522
"663",663,471,"CMR","Cameroon",1997,5.099998,0.4718,16.450081,-4,0,1,0,0,0,3,1,3,17.2203487120614,13,13937,5,4,0,0,1,0.00123558504068748,-6.69621070391489
"664",664,471,"CMR","Cameroon",1998,5.0392532,0.48119999,16.472059,-4,0,1,0,0,0,1,1,2,10.4159384830479,15,14305,7,5,0,0,1,0.000728132714648576,-7.22502722604083
"665",665,471,"CMR","Cameroon",1999,4.3938112,0.49060001,16.493311,-4,0,1,0,0,0,2,1,2,10.4811815150071,15,14693,6,7,0,0,1,0.000713345233444984,-7.24554505635613
"666",666,471,"CMR","Cameroon",2000,4.199996,0.5,16.513941,-4,0,1,0,0,0,1,1,3,8.15379516075572,7,15085,7,6,0,0,1,0.000540523378240352,-7.52297266883177
"667",667,471,"CMR","Cameroon",2001,4.5142708,0.50919998,16.53397,-4,0,1,0,0,0,2,1,1,7.62824995232344,22,15731,6,7,0,0,1,0.000484918311126021,-7.63153011188083
"668",668,471,"CMR","Cameroon",2002,4.0090451,0.5184,16.553419,-4,0,1,0,0,0,2,1,2,8.69979740197831,23,16782,6,6,0,0,0,0.000518400512571702,-7.56476242416956
"669",669,471,"CMR","Cameroon",2003,4.030993,0.52759998,16.57226,-4,0,1,0,0,0,4,0,1,14.9799686465773,23,17223,4,6,0,0,0,0.000869765351366037,-7.04728709376774
"670",670,471,"CMR","Cameroon",2004,3.701854,0.5368,16.59046,-4,0,1,0,0,0,4,0,0,16.1810466760962,23,17675,4,4,0,0,0,0.000915476473895116,-6.99606589172756
"671",671,471,"CMR","Cameroon",2005,2.0421081,0.54599998,16.608021,NA,0,1,0,0,0,4,1,1,12.2394971882236,23,18138,4,4,0,0,0,0.000674798610002405,-7.30109626716061
"672",672,471,"CMR","Cameroon",2006,NA,NA,NA,NA,0,1,0,0,0,4,1,2,13.8082957231893,23,18612,4,4,0,0,0,0.000741902843498245,-7.20629226205172
"673",673,484,"COG","Congo, Republic of",1979,9.8132248,0.4698,14.37357,-8,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"674",674,484,"COG","Congo, Republic of",1980,17.63661,0.47900002,14.4049,-8,0,1,0,0,0,NA,NA,NA,29.3469143199521,16,1669,NA,NA,0,0,NA,0.0175835316476645,-4.04079251681751
"675",675,484,"COG","Congo, Republic of",1981,17.61972,0.48759998,14.43646,-8,0,1,0,0,0,7,0,2,32.8485730926034,14,1717,1,NA,0,0,NA,0.019131376291557,-3.95642555396953
"676",676,484,"COG","Congo, Republic of",1982,23.5977,0.49619999,14.46819,-8,0,1,0,0,0,5,0,2,29.6149490373726,11,1766,3,1,0,0,NA,0.0167695068161793,-4.0881931122748
"677",677,484,"COG","Congo, Republic of",1983,5.8539629,0.5048,14.50008,-8,0,1,0,0,0,5,0,2,37.979086406164,11,1817,3,3,0,0,NA,0.0209020838779108,-3.86790641790472
"678",678,484,"COG","Congo, Republic of",1984,6.976131,0.5134,14.53208,-8,0,1,0,0,0,6,0,1,26.2172284644195,15,1869,2,3,0,0,NA,0.0140274095582769,-4.26674203781836
"679",679,484,"COG","Congo, Republic of",1985,-1.185661,0.52200001,14.56417,-8,0,1,0,0,0,4,0,0,28.9241164241164,15,1924,4,2,0,0,NA,0.0150333245447591,-4.19748590574761
"680",680,484,"COG","Congo, Republic of",1986,-6.861526,0.52619999,14.59635,-8,0,1,0,0,0,5,0,2,58.0514891468955,13,1981,3,4,0,0,NA,0.029304133844975,-3.53002668605171
"681",681,484,"COG","Congo, Republic of",1987,0.18937659,0.53040001,14.62863,-8,0,1,0,0,0,5,0,1,49.2454679078883,14,2041,3,3,0,0,NA,0.0241281077451682,-3.7243778216009
"682",682,484,"COG","Congo, Republic of",1988,1.766263,0.53459999,14.66092,-8,0,1,0,0,0,5,0,1,34.0404376784015,51,2102,3,3,0,0,NA,0.016194309076309,-4.12309539004701
"683",683,484,"COG","Congo, Republic of",1989,2.5998759,0.53880001,14.69314,-8,0,1,0,0,0,5,0,1,34.5904893813481,51,2166,3,3,0,0,0,0.0159697550237064,-4.13705865665331
"684",684,484,"COG","Congo, Republic of",1990,1.0000041,0.54299999,14.72526,-8,0,1,0,0,0,4,0,2,38.9247311827957,9,2232,4,3,0,0,0,0.0174393956912167,-4.04902351183464
"685",685,484,"COG","Congo, Republic of",1991,2.4000001,0.54720001,14.75718,-1,0,1,0,0,0,6,1,6,NA,9,2301,2,4,0,0,0,NA,NA
"686",686,484,"COG","Congo, Republic of",1992,2.5999999,0.55139999,14.78895,5,0,1,0,0,0,5,1,6,52.9637436762226,10,2372,3,2,0,0,0,0.0223287283626571,-3.80188116223677
"687",687,484,"COG","Congo, Republic of",1993,-1,0.55560001,14.82079,5,0,1,0,0,0,0,1,4,NA,10,2444,8,3,0,0,0,NA,NA
"688",688,484,"COG","Congo, Republic of",1994,-5.5,0.5598,14.85296,5,0,1,0,0,0,3,2,5,15.0913423351867,10,2518,5,8,0,0,0,0.00599338456520518,-5.11709899050006
"689",689,484,"COG","Congo, Republic of",1995,4,0.56400002,14.88558,5,0,1,0,0,0,4,2,6,18.897030466641,10,2593,4,5,0,0,0,0.00728770939708483,-4.92156599398457
"690",690,484,"COG","Congo, Republic of",1996,4.3000002,0.56779999,14.9187,5,0,1,0,0,0,4,0,3,20.9895052473763,10,2668,4,4,0,0,0,0.00786713090231496,-4.84506184435374
"691",691,484,"COG","Congo, Republic of",1997,-0.60000002,0.5716,14.95212,-6,0,1,0,0,0,1,0,4,26.9581056466302,10,2745,7,4,0,0,0,0.0098208035142551,-4.62325233570095
"692",692,484,"COG","Congo, Republic of",1998,3.7,0.57540001,14.98547,-6,0,1,0,0,0,3,0,3,29.802513464991,10,2785,5,7,0,0,0,0.0107010820341081,-4.53741041794403
"693",693,484,"COG","Congo, Republic of",1999,-2.5999999,0.57919998,15.0183,-6,0,1,0,0,0,0,0,3,25.4888268156425,10,2864,8,5,0,0,0,0.00889973003339471,-4.72173433603054
"694",694,484,"COG","Congo, Republic of",2000,7.5999999,0.58299999,15.05034,-6,0,1,0,0,0,3,0,6,24.8046211348964,10,2943,5,8,0,0,0,0.00842834561158558,-4.77615477633642
"695",695,484,"COG","Congo, Republic of",2001,3.8,0.5868,15.08161,-5,0,1,0,0,0,4,0,5,26.8997982515131,10,2974,4,5,0,0,0,0.00904498932465135,-4.70554434038418
"696",696,484,"COG","Congo, Republic of",2002,4.8000002,0.59060001,15.11227,-4,0,1,0,0,0,2,2,5,NA,10,3284,6,4,0,0,0,NA,NA
"697",697,484,"COG","Congo, Republic of",2003,1.721949,0.59439999,15.14239,-4,0,1,0,0,0,5,1,4,14.5703241153732,10,3363,3,6,0,0,0,0.00433253764953113,-5.44160184638778
"698",698,484,"COG","Congo, Republic of",2004,3.5999999,0.5982,15.1721,-4,0,1,0,0,0,6,1,3,16.2365903160336,10,3449,2,3,0,0,0,0.00470762259090566,-5.3585722561564
"699",699,484,"COG","Congo, Republic of",2005,7.6999998,0.60200001,15.20153,NA,0,1,0,0,0,4,1,5,22.2974880045159,10,3543,4,2,0,0,0,0.00629339204191813,-5.06825507828179
"700",700,484,"COG","Congo, Republic of",2006,NA,NA,NA,NA,0,1,0,0,0,4,1,5,23.0326295585413,10,3647,4,4,0,0,0,0.00631550029024987,-5.06474830379191
"701",701,100,"COL","Colombia",1979,5.382854,0.62080002,17.13797,8,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"702",702,100,"COL","Colombia",1980,4.0981989,0.62599998,17.160339,8,0,0,0,0,1,NA,NA,NA,11.6317781554148,60,25892,NA,NA,0,0,NA,0.000449242165742886,-7.70794847097712
"703",703,100,"COL","Colombia",1981,2.263217,0.63119999,17.182369,8,0,0,0,0,1,1,1,6,14.1571179898585,65,26426,7,NA,0,0,NA,0.000535726859526923,-7.53188611721365
"704",704,100,"COL","Colombia",1982,0.94848031,0.63639999,17.2041,8,0,0,0,0,1,3,2,6,15.5842017430002,70,26965,5,7,0,0,NA,0.000577941841016139,-7.45603731543388
"705",705,100,"COL","Colombia",1983,1.584376,0.64160004,17.22554,8,0,0,0,0,1,NA,NA,NA,16.5838484473856,70,27502,NA,5,0,0,NA,0.00060300517952824,-7.41358477167491
"706",706,100,"COL","Colombia",1984,3.3551011,0.6468,17.246691,8,0,0,0,0,1,1,1,8,15.2511405759909,70,28056,7,NA,0,0,NA,0.000543596399201272,-7.51730349969511
"707",707,100,"COL","Colombia",1985,3.0882649,0.65199997,17.26753,8,0,0,0,0,1,1,2,7,9.29581764526305,66,29481,7,7,0,0,NA,0.000315315547140974,-8.06193668358681
"708",708,100,"COL","Colombia",1986,5.8382931,0.65900002,17.288071,8,0,0,0,0,1,2,2,7,13.4215960564881,76,30024,6,7,0,0,NA,0.000447028912086602,-7.71288728515916
"709",709,100,"COL","Colombia",1987,5.3715072,0.66599998,17.30831,8,1,0,0,0,1,0,1,7,8.9276604094447,86,30578,8,6,1,0,NA,0.000291963516562388,-8.13888170678155
"710",710,100,"COL","Colombia",1988,4.0598211,0.67300003,17.328251,8,2,0,0,0,1,0,2,8,7.72325872643782,76,31141,8,8,1,1,NA,0.000248009335809313,-8.30204416811543
"711",711,100,"COL","Colombia",1989,3.4174271,0.68,17.3479,8,0,0,0,0,1,1,2,6,10.9197540595933,91,31715,7,8,0,1,1,0.000344308814743599,-7.97397158602013
"712",712,100,"COL","Colombia",1990,6.042038,0.68699997,17.36727,8,0,0,0,0,1,0,1,4,27.9894736842105,110,32300,8,7,0,0,1,0.000866547172885775,-7.05099400956827
"713",713,100,"COL","Colombia",1991,2.277231,0.6918,17.386339,9,0,0,0,0,1,2,2,7,35.9306963856155,110,32841,6,8,0,0,1,0.00109408045996211,-6.81784103110349
"714",714,100,"COL","Colombia",1992,5.0326781,0.69660004,17.405109,9,1,0,0,0,1,2,2,7,32.9420220412075,139,33392,6,6,1,0,1,0.000986524378330363,-6.92132252086537
"715",715,100,"COL","Colombia",1993,2.3656509,0.70139999,17.423611,9,1,0,0,0,1,2,2,5,36.2875909398839,139,33951,6,6,1,1,1,0.0010688224482308,-6.8411977521925
"716",716,100,"COL","Colombia",1994,5.8358121,0.70620003,17.44186,9,1,0,0,0,1,NA,NA,NA,34.2699884125145,146,34520,NA,6,1,1,1,0.000992757485878172,-6.9150241474342
"717",717,100,"COL","Colombia",1995,5.2024369,0.71099998,17.459881,7,0,0,0,0,1,0,2,5,51.0270947890253,146,35099,8,NA,0,1,1,0.00145380480324298,-6.53357115699639
"718",718,100,"COL","Colombia",1996,2.055855,0.71120003,17.477659,7,0,0,0,0,1,0,2,4,71.9137708415202,146,35626,8,8,0,0,1,0.00201857550220401,-6.20536321326604
"719",719,100,"COL","Colombia",1997,3.430294,0.71139999,17.495159,7,1,0,0,0,1,0,2,6,70.2947845804989,149,36162,8,8,1,0,1,0.00194388542062106,-6.24306651469066
"720",720,100,"COL","Colombia",1998,0.5697841,0.71160004,17.51236,7,2,0,0,0,1,0,1,6,63.0835967943534,154,40803,8,8,1,1,1,0.00154605290773603,-6.47205010706352
"721",721,100,"COL","Colombia",1999,-4.2040148,0.7118,17.52919,7,1,0,0,0,1,1,2,5,52.0642864016938,155,41564,7,8,1,1,1,0.00125262935236488,-6.68251045499657
"722",722,100,"COL","Colombia",2000,2.924861,0.71199997,17.545589,7,0,0,0,0,1,0,1,7,72.3517875286501,152,42321,8,7,0,1,1,0.00170959541430141,-6.37149853628546
"723",723,100,"COL","Colombia",2001,1.471518,0.715,17.561581,7,0,0,0,0,1,1,2,5,70.1122383963143,158,40806,7,8,0,0,1,0.00171818454139867,-6.36648704477514
"724",724,100,"COL","Colombia",2002,1.933674,0.71800003,17.57716,7,0,0,0,0,1,2,2,4,72.9813664596273,158,41216,6,7,0,0,1,0.00177070473747155,-6.33637765487618
"725",725,100,"COL","Colombia",2003,3.8577421,0.72099998,17.592279,7,0,0,0,0,1,0,2,4,77.2353840275124,200,41872,8,6,0,0,1,0.00184455922878087,-6.29551493042066
"726",726,100,"COL","Colombia",2004,4.8669562,0.72400002,17.60689,7,0,0,0,0,1,0,2,3,93.3737772761475,204,42528,8,8,0,0,1,0.00219558355145193,-6.12130741291256
"727",727,100,"COL","Colombia",2005,4.7217112,0.72699997,17.62097,NA,0,0,0,0,1,0,2,3,114.324749907373,207,43184,8,8,0,0,1,0.00264738676147122,-5.93418225327457
"728",728,100,"COL","Colombia",2006,NA,NA,NA,NA,0,0,0,0,1,0,2,2,122.647749823225,207,43841,8,8,0,0,1,0.0027975582177237,-5.87900830736964
"729",729,581,"COM","Comoros",1979,NA,0.22799999,NA,-5,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"730",730,581,"COM","Comoros",1980,NA,0.23200001,12.72233,-5,0,1,0,0,0,NA,NA,NA,6.89033942558747,1,383,NA,NA,0,0,NA,0.0179904423644581,-4.01791464185797
"731",731,581,"COM","Comoros",1981,3.8649211,0.2368,12.74848,-5,0,1,0,0,0,NA,NA,NA,7.32323232323232,1,396,NA,NA,0,0,NA,0.0184930109172533,-3.9903624065344
"732",732,581,"COM","Comoros",1982,6.3836231,0.2416,12.77462,-6,0,1,0,0,0,NA,NA,NA,4.440097799511,1,409,NA,NA,0,0,NA,0.0108559848398802,-4.52303875292437
"733",733,581,"COM","Comoros",1983,4.8210282,0.24639999,12.80076,-6,0,1,0,0,0,NA,NA,NA,NA,1,421,NA,NA,0,0,NA,NA,NA
"734",734,581,"COM","Comoros",1984,4.1102638,0.25120001,12.8269,-6,0,1,0,0,0,NA,NA,NA,3.68045977011494,1,435,NA,NA,0,0,NA,0.0084608270577355,-4.77230834918065
"735",735,581,"COM","Comoros",1985,2.2803719,0.256,12.85305,-7,0,1,0,0,0,NA,NA,NA,NA,1,448,NA,NA,0,0,NA,NA,NA
