"","X","ccode","isocode","ctry_name","year","gdp_grth","urban","l_pop","polity2","event","Africa","Asia","Europe","Latin_America","PHYSINT","ELECSD","LABENV","milex","milper","tpop","VIOLENCE","lagVIOLENCE","dummyevent","lagdummy","ProtestHistory","milexpc","lmilexpc"
"1945",1945,620,"LBY","Libya",1991,NA,0.79080002,15.30413,-7,0,1,0,0,0,2,0,2,624.133148404993,86,4326,6,5,0,0,0,0.144274884051085,-1.93603488205145
"1946",1946,620,"LBY","Libya",1992,NA,0.79559998,15.3253,-7,0,1,0,0,0,2,0,2,510.090929252606,85,4509,6,6,0,0,0,0.113127285263386,-2.17924167594279
"1947",1947,620,"LBY","Libya",1993,NA,0.80040001,15.34579,-7,0,1,0,0,0,2,0,2,NA,85,4700,6,6,0,0,0,NA,NA
"1948",1948,620,"LBY","Libya",1994,NA,0.80519997,15.36586,-7,0,1,0,0,0,1,0,2,288.426209430496,80,4899,7,6,0,0,0,0.0588745069260045,-2.83234710161048
"1949",1949,620,"LBY","Libya",1995,NA,0.81,15.38571,-7,0,1,0,0,0,2,0,2,259.108562973923,76,5407,6,7,0,0,0,0.0479209474706718,-3.03820255344487
"1950",1950,620,"LBY","Libya",1996,NA,0.81419998,15.40548,-7,0,1,0,0,0,1,0,3,237.260861791525,76,5593,7,6,0,0,0,0.0424210373308645,-3.16011087632883
"1951",1951,620,"LBY","Libya",1997,NA,0.81839996,15.42523,-7,0,1,0,0,0,2,0,1,216.113416320885,70,5784,6,7,0,0,0,0.0373640069711074,-3.28704741839872
"1952",1952,620,"LBY","Libya",1998,NA,0.82260002,15.44498,-7,0,1,0,0,0,2,0,1,278.891178123244,70,5339,6,6,0,0,0,0.0522365945164346,-2.95197198533423
"1953",1953,620,"LBY","Libya",1999,NA,0.8268,15.46471,-7,0,1,0,0,0,3,0,1,239.627124840066,85,5471,5,6,0,0,0,0.0437995110290744,-3.12813262538182
"1954",1954,620,"LBY","Libya",2000,1.147146,0.83099998,15.4844,-7,0,1,0,0,0,4,0,2,209.812667261374,76,5605,4,5,0,0,0,0.0374331252919489,-3.28519926357181
"1955",1955,620,"LBY","Libya",2001,4.515542,0.83440002,15.50407,-7,0,1,0,0,0,1,0,3,103.018867924528,76,5300,7,4,0,0,0,0.019437522249911,-3.94054994435338
"1956",1956,620,"LBY","Libya",2002,3.26,0.83779999,15.52373,-7,0,1,0,0,0,3,0,2,88.9513108614232,76,5340,5,7,0,0,0,0.0166575488504538,-4.0948917808917
"1957",1957,620,"LBY","Libya",2003,-2.75,0.84120003,15.54338,-7,0,1,0,0,0,3,0,2,98.4694818366218,76,5423,5,5,0,0,0,0.0181577506613723,-4.00865777573979
"1958",1958,620,"LBY","Libya",2004,5,0.84459999,15.563,-7,0,1,0,0,0,4,0,2,102.596695115308,76,5507,4,5,0,0,0,0.0186302333603246,-3.98296956839638
"1959",1959,620,"LBY","Libya",2005,6.3000002,0.84800003,15.58254,NA,0,1,0,0,0,3,0,2,128.888094386843,76,5594,5,4,0,0,0,0.0230404173019026,-3.77050533125672
"1960",1960,620,"LBY","Libya",2006,NA,NA,NA,NA,0,1,0,0,0,3,0,2,104.291241646148,76,5686,5,5,0,0,0,0.0183417589951017,-3.99857490644203
"1961",1961,780,"LKA","Sri Lanka",1979,6.4035411,0.18940001,16.391319,6,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1962",1962,780,"LKA","Sri Lanka",1980,5.8460331,0.18799999,16.506479,6,0,0,1,0,0,NA,NA,NA,2.7929070319387,18,14747,NA,NA,0,0,NA,0.000189388148907486,-8.57171195093617
"1963",1963,780,"LKA","Sri Lanka",1981,5.699522,0.18639999,16.524229,6,0,0,1,0,0,6,2,5,3.69342482179735,18,15011,2,NA,0,0,NA,0.00024604788633651,-8.30998438107118
"1964",1964,780,"LKA","Sri Lanka",1982,4.1415071,0.1848,16.536539,5,0,0,1,0,0,4,2,6,4.41671602500823,18,15195,4,2,0,0,NA,0.000290669037512881,-8.14332526617566
"1965",1965,780,"LKA","Sri Lanka",1983,4.8139782,0.1832,16.55098,5,0,0,1,0,0,3,2,6,5.03775053512356,16,15417,5,4,0,0,NA,0.000326765942474124,-8.02626641560467
"1966",1966,780,"LKA","Sri Lanka",1984,5.0991559,0.1816,16.562969,5,0,0,1,0,0,1,2,5,6.53739665448952,17,15603,7,5,0,0,NA,0.000418983314393996,-7.77767946128377
"1967",1967,780,"LKA","Sri Lanka",1985,4.9993968,0.18,16.57811,5,0,0,1,0,0,0,2,5,14.3986870344653,22,15842,8,7,0,0,NA,0.000908893260602534,-7.00328289576138
"1968",1968,780,"LKA","Sri Lanka",1986,4.3555489,0.1784,16.59601,5,0,0,1,0,0,1,1,5,35.4333933114103,22,16117,7,8,0,0,NA,0.00219851047412113,-6.11997520514228
"1969",1969,780,"LKA","Sri Lanka",1987,1.725611,0.1768,16.611151,5,0,0,1,0,0,0,1,4,23.663590245095,22,16361,8,7,0,0,NA,0.00144634131441202,-6.53871814270313
"1970",1970,780,"LKA","Sri Lanka",1988,2.472693,0.1752,16.624849,5,0,0,1,0,0,2,1,4,19.3385143683354,22,16599,6,8,0,0,NA,0.0011650409282689,-6.75499906102029
"1971",1971,780,"LKA","Sri Lanka",1989,2.2992959,0.17360001,16.63838,5,0,0,1,0,0,0,2,6,20.8398216939079,22,16825,8,6,0,0,0,0.00123862238893955,-6.69375549361888
"1972",1972,780,"LKA","Sri Lanka",1990,6.4000001,0.17200001,16.649719,5,0,0,1,0,0,0,2,6,25.8524098158065,22,16993,8,8,0,0,0,0.00152135643004805,-6.48815295387606
"1973",1973,780,"LKA","Sri Lanka",1991,4.5999999,0.17040001,16.66431,5,0,0,1,0,0,0,2,5,26.0949730387894,110,17247,8,8,0,0,0,0.00151301519329677,-6.49365080239106
"1974",1974,780,"LKA","Sri Lanka",1992,4.4000001,0.16879999,16.67347,5,0,0,1,0,0,0,2,3,31.4392415972422,110,17405,8,8,0,0,0,0.00180633390389211,-6.3164559552006
"1975",1975,780,"LKA","Sri Lanka",1993,6.9000001,0.16719999,16.68602,5,0,0,1,0,0,2,1,5,26.3352063113684,110,17619,6,8,0,0,0,0.00149470493849642,-6.50582645717287
"1976",1976,780,"LKA","Sri Lanka",1994,5.5999999,0.16559999,16.69981,5,0,0,1,0,0,2,2,6,29.4430450601735,110,17865,6,6,0,0,0,0.00164808536580876,-6.40814104919517
"1977",1977,780,"LKA","Sri Lanka",1995,5.5,0.164,16.713409,5,1,0,1,0,0,0,2,7,36.6055653710247,110,18112,8,6,1,0,1,0.00202106699265817,-6.20412969283782
"1978",1978,780,"LKA","Sri Lanka",1996,3.8,0.1626,16.72438,5,0,0,1,0,0,0,1,5,48.4302484302484,110,18315,8,8,0,1,1,0.00264429420858577,-5.93535108913411
"1979",1979,780,"LKA","Sri Lanka",1997,6.4015369,0.16120001,16.7369,5,1,0,1,0,0,1,2,6,51.1535144458818,110,18552,7,8,1,0,1,0.0027573045734089,-5.89350168027867
"1980",1980,780,"LKA","Sri Lanka",1998,4.6983972,0.1598,16.74798,5,1,0,1,0,0,1,2,3,53.9149282037388,110,18455,7,7,1,1,1,0.00292142661629579,-5.83568321478747
"1981",1981,780,"LKA","Sri Lanka",1999,4.3005719,0.1584,16.762211,5,0,0,1,0,0,2,2,3,43.2963141799453,100,18639,6,7,0,1,1,0.00232288825473176,-6.06494393021152
"1982",1982,780,"LKA","Sri Lanka",2000,6,0.157,16.778669,5,0,0,1,0,0,0,2,4,46.7413820576831,115,18827,8,6,0,0,1,0.00248267817802534,-5.99841739099503
"1983",1983,780,"LKA","Sri Lanka",2001,-1.545373,0.1558,16.745741,6,0,0,1,0,0,2,2,2,41.9602818705958,121,18732,6,8,0,0,1,0.00224003213061049,-6.10126506919552
"1984",1984,780,"LKA","Sri Lanka",2002,3.9646571,0.1546,16.760321,6,0,0,1,0,0,3,2,4,26.6860495301386,158,19261,5,6,0,0,1,0.00138549657495138,-6.58169666573114
"1985",1985,780,"LKA","Sri Lanka",2003,6.0198479,0.1534,16.77318,5,0,0,1,0,0,4,1,5,26.4075479438006,152,19502,4,5,0,0,1,0.00135409434641578,-6.60462242714426
"1986",1986,780,"LKA","Sri Lanka",2004,5.447351,0.1522,16.78397,5,0,0,1,0,0,5,1,2,25.0278650319181,132,19738,3,4,0,0,1,0.00126800410537634,-6.67031118529385
"1987",1987,780,"LKA","Sri Lanka",2005,6.0295939,0.151,16.79233,NA,0,0,1,0,0,4,1,3,36.5395218284798,111,19951,4,3,0,0,1,0.00183146317620569,-6.30264008175933
"1988",1988,780,"LKA","Sri Lanka",2006,NA,NA,NA,NA,0,0,1,0,0,2,2,3,42.854305293475,111,20138,6,4,0,0,1,0.00212803184494364,-6.15255774288556
"1989",1989,570,"LSO","Lesotho",1979,2.8939149,0.1288,14.04567,-7,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1990",1990,570,"LSO","Lesotho",1980,-2.7447801,0.134,14.07145,-7,0,1,0,0,0,NA,NA,NA,NA,1,1339,NA,NA,0,0,NA,NA,NA
"1991",1991,570,"LSO","Lesotho",1981,0.69463593,0.1402,14.09828,-7,0,1,0,0,0,7,1,4,8.05270863836018,2,1366,1,NA,0,0,NA,0.00589510149221096,-5.13363352848096
"1992",1992,570,"LSO","Lesotho",1982,2.556803,0.1464,14.1257,-7,0,1,0,0,0,4,0,3,7.14285714285714,2,1400,4,1,0,0,NA,0.00510204081632653,-5.27811465923052
"1993",1993,570,"LSO","Lesotho",1983,-3.1923981,0.1526,14.15263,-7,0,1,0,0,0,5,0,4,16.0390516039052,2,1434,3,4,0,0,NA,0.0111848337544666,-4.49319654740784
"1994",1994,570,"LSO","Lesotho",1984,10.40035,0.1588,14.17779,-7,0,1,0,0,0,4,0,5,32.016348773842,2,1468,4,3,0,0,NA,0.0218095018895381,-3.82540953765673
"1995",1995,570,"LSO","Lesotho",1985,4.9950051,0.165,14.20036,-7,0,1,0,0,0,4,0,5,7.68463073852295,2,1503,4,4,0,0,NA,0.00511286143614302,-5.27599606355601
"1996",1996,570,"LSO","Lesotho",1986,0.55661267,0.16639999,14.22013,-7,0,1,0,0,0,4,0,5,20,2,1578,4,4,0,0,NA,0.0126742712294043,-4.36818122785183
"1997",1997,570,"LSO","Lesotho",1987,3.6523631,0.16780001,14.23748,-7,0,1,0,0,0,7,0,2,9.27070457354759,2,1618,1,4,0,0,NA,0.00572973088599975,-5.16208671515253
"1998",1998,570,"LSO","Lesotho",1988,10.571,0.1692,14.25293,-7,0,1,0,0,0,6,0,1,10.0886524822695,2,1692,2,1,0,0,NA,0.0059625605687172,-5.12225526454385
"1999",1999,570,"LSO","Lesotho",1989,8.103199,0.17059999,14.26722,-7,0,1,0,0,0,5,0,2,18.7294117647059,2,1700,3,2,0,0,0,0.0110173010380623,-4.5082884201303
"2000",2000,570,"LSO","Lesotho",1990,6.411334,0.17200001,14.28087,-7,0,1,0,0,0,4,0,NA,13.3168816601234,2,1783,4,3,0,0,0,0.00746880631526831,-4.89702008975917
"2001",2001,570,"LSO","Lesotho",1991,3.9401441,0.1724,14.29384,-7,0,1,0,0,0,2,1,NA,12.4786885245902,2,1830,6,4,0,0,0,0.00681895547791812,-4.98804897458678
"2002",2002,570,"LSO","Lesotho",1992,4.5917492,0.17280001,14.30602,-7,0,1,0,0,0,5,1,NA,20.1171458998935,2,1878,3,6,0,0,0,0.0107120052715088,-4.53639017848092
"2003",2003,570,"LSO","Lesotho",1993,3.5999999,0.1732,14.31779,8,0,1,0,0,0,6,2,NA,8.87389724961079,2,1927,2,3,0,0,0,0.00460503230389766,-5.38060559433798
"2004",2004,570,"LSO","Lesotho",1994,3.2596531,0.17360001,14.32957,8,0,1,0,0,0,3,0,5,16.1861406170966,2,1977,5,2,0,0,0,0.00818722337738827,-4.80518046455937
"2005",2005,570,"LSO","Lesotho",1995,4.5941758,0.174,14.34158,8,0,1,0,0,0,4,0,5,16.2802170695609,2,2027,4,5,0,0,0,0.00803168084339463,-4.82436145245538
"2006",2006,570,"LSO","Lesotho",1996,9.8154783,0.1748,14.35406,8,0,1,0,0,0,7,1,7,15.8806544754572,2,2078,1,4,0,0,0,0.00764227838087448,-4.87405950286973
"2007",2007,570,"LSO","Lesotho",1997,8.1479082,0.17559999,14.36673,8,0,1,0,0,0,7,1,7,15.016424213984,2,2131,1,1,0,0,0,0.0070466561304477,-4.95520208241537
"2008",2008,570,"LSO","Lesotho",1998,-4.5239158,0.17639999,14.37871,0,0,1,0,0,0,NA,NA,NA,20.368574199806,2,2062,NA,1,0,0,0,0.00987806702221436,-4.61743843188831
"2009",2009,570,"LSO","Lesotho",1999,0.182844,0.17719999,14.38883,2,0,1,0,0,0,8,1,7,16.1290322580645,2,2108,0,NA,0,0,0,0.00765134357593193,-4.87287401572421
"2010",2010,570,"LSO","Lesotho",2000,2.560359,0.17799999,14.39633,4,0,1,0,0,0,6,0,7,12.5406409660938,2,2153,2,0,0,0,0,0.00582472873483224,-5.14564284974226
"2011",2011,570,"LSO","Lesotho",2001,1.776998,0.1798,14.40098,6,0,1,0,0,0,6,1,7,11.1472364143056,2,2153,2,2,0,0,0,0.00517753665318422,-5.26342588539864
"2012",2012,570,"LSO","Lesotho",2002,2.8575001,0.1816,14.40314,8,0,1,0,0,0,7,2,7,10.6100795755968,2,1885,1,2,0,0,0,0.00562868943002484,-5.17987864722809
"2013",2013,570,"LSO","Lesotho",2003,2.6882629,0.1834,14.40328,8,0,1,0,0,0,6,2,7,14.218009478673,2,1899,2,1,0,0,0,0.00748710346428277,-4.89457327663811
"2014",2014,570,"LSO","Lesotho",2004,4.043891,0.1852,14.40217,8,0,1,0,0,0,7,2,7,16.2133891213389,2,1912,1,2,0,0,0,0.00847980602580487,-4.77006770375541
"2015",2015,570,"LSO","Lesotho",2005,2.9479949,0.18700001,14.40039,NA,0,1,0,0,0,6,2,7,18.1723779854621,2,1926,2,1,0,0,0,0.00943529490418593,-4.66329784424459
"2016",2016,570,"LSO","Lesotho",2006,NA,NA,NA,NA,0,1,0,0,0,6,2,6,18.0412371134021,2,1940,2,2,0,0,0,0.0092996067594856,-4.6777831636432
"2017",2017,368,"LTU","Lithuania",1979,NA,0.60099998,15.0387,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2018",2018,368,"LTU","Lithuania",1980,NA,0.61200001,15.0431,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"2019",2019,368,"LTU","Lithuania",1981,NA,0.61959999,15.04895,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"2020",2020,368,"LTU","Lithuania",1982,NA,0.62720001,15.05591,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"2021",2021,368,"LTU","Lithuania",1983,NA,0.6348,15.06398,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"2022",2022,368,"LTU","Lithuania",1984,NA,0.64239998,15.07227,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"2023",2023,368,"LTU","Lithuania",1985,NA,0.65,15.08105,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"2024",2024,368,"LTU","Lithuania",1986,NA,0.65519997,15.09059,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"2025",2025,368,"LTU","Lithuania",1987,NA,0.66040001,15.10088,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"2026",2026,368,"LTU","Lithuania",1988,NA,0.66559998,15.11133,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"2027",2027,368,"LTU","Lithuania",1989,NA,0.67080002,15.12141,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"2028",2028,368,"LTU","Lithuania",1990,NA,0.67599998,15.1233,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"2029",2029,368,"LTU","Lithuania",1991,-5.675663,0.67540001,15.12492,10,0,0,0,1,0,NA,NA,NA,NA,NA,3742,NA,NA,0,0,0,NA,NA
"2030",2030,368,"LTU","Lithuania",1992,-21.25897,0.67480003,15.12384,10,0,0,0,1,0,6,2,6,14.7514698022448,10,3742,2,NA,0,0,0,0.00394213516895906,-5.53603278140288
"2031",2031,368,"LTU","Lithuania",1993,-16.22686,0.67419998,15.11924,10,0,0,0,1,0,8,1,6,19.6246648793566,10,3730,0,2,0,0,0,0.00526130425720015,-5.24737632532632
"2032",2032,368,"LTU","Lithuania",1994,-9.7660522,0.67360001,15.11243,10,0,0,0,1,0,8,2,8,17.1996775060468,10,3721,0,0,0,0,0,0.00462232666112517,-5.37685709435144
"2033",2033,368,"LTU","Lithuania",1995,3.2900801,0.67300003,15.10529,10,0,0,0,1,0,8,2,7,30.9555854643338,12,3715,0,0,0,0,0,0.00833259366469281,-4.78758050695833
"2034",2034,368,"LTU","Lithuania",1996,4.6772108,0.67239998,15.09783,10,0,0,0,1,0,7,2,8,34.5013477088949,12,3710,1,0,0,0,0,0.00929955463851614,-4.67778876830121
"2035",2035,368,"LTU","Lithuania",1997,7.0078411,0.6718,15.09087,10,0,0,0,1,0,7,2,7,36.4274150026983,12,3706,1,1,0,0,0,0.00982930787984304,-4.62238675627004
"2036",2036,368,"LTU","Lithuania",1998,7.2792621,0.67120003,15.08387,10,0,0,0,1,0,7,2,8,37.6285868976719,12,3694,1,1,0,0,0,0.010186406848314,-4.58670110940554
"2037",2037,368,"LTU","Lithuania",1999,-1.6957181,0.67059998,15.07709,10,0,0,0,1,0,7,2,7,29.0602933188485,12,3682,1,1,0,0,0,0.00789252941848138,-4.841838610142
"2038",2038,368,"LTU","Lithuania",2000,3.917872,0.67,15.06814,10,0,0,0,1,0,7,2,6,54.2234332425068,13,3670,1,1,0,0,0,0.0147747774502743,-4.2148337783906
"2039",2039,368,"LTU","Lithuania",2001,6.6454,0.66919998,15.06291,10,0,0,0,1,0,6,2,7,60.6147658718759,12,3481,2,1,0,0,0,0.0174130324251295,-4.05053636316467
"2040",2040,368,"LTU","Lithuania",2002,6.9172158,0.66839996,15.0594,10,0,0,0,1,0,7,2,6,72.4934229757381,14,3421,1,2,0,0,0,0.0211907111884648,-3.85419234480809
"2041",2041,368,"LTU","Lithuania",2003,10.31602,0.66760002,15.05511,10,0,0,0,1,0,7,2,6,99.7631734754293,13,3378,1,1,0,0,0,0.0295332070679187,-3.52223998540099
"2042",2042,368,"LTU","Lithuania",2004,7.3196802,0.6668,15.0497,10,0,0,0,1,0,7,2,6,93.009300930093,13,3333,1,1,0,0,0,0.0279055808371116,-3.57892858015415
"2043",2043,368,"LTU","Lithuania",2005,7.5574398,0.66599998,15.04348,NA,0,0,0,1,0,7,2,5,92.7897779129906,14,3287,1,1,0,0,0,0.0282293209348922,-3.56739409173889
"2044",2044,368,"LTU","Lithuania",2006,NA,NA,NA,NA,0,0,0,1,0,7,2,5,108.984254399506,14,3239,1,1,0,0,0,0.0336475005864483,-3.39181650242722
"2045",2045,367,"LVA","Latvia",1979,3.0437651,0.66519997,14.74333,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2046",2046,367,"LVA","Latvia",1980,4.0824881,0.67099998,14.74925,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"2047",2047,367,"LVA","Latvia",1981,4.2315841,0.67400002,14.75513,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"2048",2048,367,"LVA","Latvia",1982,2.350255,0.67699997,14.76097,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"2049",2049,367,"LVA","Latvia",1983,5.2194772,0.68,14.76717,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"2050",2050,367,"LVA","Latvia",1984,5.7538581,0.68300003,14.77294,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"2051",2051,367,"LVA","Latvia",1985,-0.375458,0.68599998,14.77907,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"2052",2052,367,"LVA","Latvia",1986,4.7083449,0.68739998,14.78477,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"2053",2053,367,"LVA","Latvia",1987,2.338208,0.68879997,14.79082,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"2054",2054,367,"LVA","Latvia",1988,5.0965538,0.69019997,14.79684,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"2055",2055,367,"LVA","Latvia",1989,5.6855049,0.69160004,14.80282,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"2056",2056,367,"LVA","Latvia",1990,-7.9435549,0.69300003,14.79785,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"2057",2057,367,"LVA","Latvia",1991,-12.59522,0.69199997,14.79459,8,0,0,0,1,0,NA,NA,NA,NA,NA,2662,NA,NA,0,0,0,NA,NA
"2058",2058,367,"LVA","Latvia",1992,-32.118568,0.69099998,14.78325,8,0,0,0,1,0,8,2,8,15.1215805471125,5,2632,0,NA,0,0,0,0.00574528136288467,-5.15937639361789
"2059",2059,367,"LVA","Latvia",1993,-4.9829798,0.69,14.76562,8,0,0,0,1,0,7,2,5,17.8267594740913,5,2586,1,0,0,0,0,0.00689356514852717,-4.97716688967887
"2060",2060,367,"LVA","Latvia",1994,2.1899121,0.68900002,14.75082,8,0,0,0,1,0,5,2,5,20.0156985871272,6,2548,3,1,0,0,0,0.007855454704524,-4.84654712167765
"2061",2061,367,"LVA","Latvia",1995,-0.94476062,0.68800003,14.73778,8,0,0,0,1,0,5,2,5,48.0922098569157,7,2516,3,3,0,0,0,0.0191145508175341,-3.95730541106178
"2062",2062,367,"LVA","Latvia",1996,3.790904,0.68660004,14.7282,8,0,0,0,1,0,7,2,5,55.800883179446,7,2491,1,3,0,0,0,0.0224009968604761,-3.79864981841153
"2063",2063,367,"LVA","Latvia",1997,8.2827902,0.68519997,14.7116,8,0,0,0,1,0,7,2,5,63.055780113177,5,2474,1,1,0,0,0,0.0254873808056496,-3.66957181967319
"2064",2064,367,"LVA","Latvia",1998,4.7227769,0.68379997,14.69514,8,0,0,0,1,0,6,2,7,16.5016501650165,5,2424,2,1,0,0,0,0.00680761145421473,-4.98971396128234
"2065",2065,367,"LVA","Latvia",1999,4.6990881,0.68239998,14.6868,8,0,0,0,1,0,7,2,7,24.2779405609041,5,2389,1,2,0,0,0,0.010162386170324,-4.58906200512306
"2066",2066,367,"LVA","Latvia",2000,6.9139109,0.68099998,14.67924,8,0,0,0,1,0,7,2,7,30.1230377598642,5,2357,1,1,0,0,0,0.0127802451251015,-4.35985464984881
"2067",2067,367,"LVA","Latvia",2001,8.043499,0.68040001,14.67375,8,0,0,0,1,0,6,2,6,36.0934182590234,6,2355,2,1,0,0,0,0.0153262922543624,-4.17818547742858
"2068",2068,367,"LVA","Latvia",2002,6.4725218,0.67980003,14.66481,8,0,0,0,1,0,7,2,6,48.7699611566681,6,2317,1,2,0,0,0,0.021048753196663,-3.86091395117028
"2069",2069,367,"LVA","Latvia",2003,7.19594,0.67919998,14.65938,8,0,0,0,1,0,7,2,6,84.7902097902098,5,2288,1,1,0,0,0,0.0370586581250917,-3.29525326695391
"2070",2070,367,"LVA","Latvia",2004,8.6777973,0.67860001,14.65397,8,0,0,0,1,0,6,2,6,79.273693534101,5,2258,2,1,0,0,0,0.035107924505802,-3.34932840459632
"2071",2071,367,"LVA","Latvia",2005,10.59634,0.67800003,14.64864,NA,0,0,0,1,0,7,2,6,91.5619389587074,5,2228,1,2,0,0,0,0.0410960228719512,-3.191843929268
"2072",2072,367,"LVA","Latvia",2006,NA,NA,NA,NA,0,0,0,1,0,7,2,6,144.742831133364,5,2197,1,1,0,0,0,0.0658820351084951,-2.71988948300691
"2073",2073,600,"MAR","Morocco",1979,4.7937789,0.40599998,16.75507,-8,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2074",2074,600,"MAR","Morocco",1980,3.64217,0.41299999,16.77973,-8,0,1,0,0,0,NA,NA,NA,57.8331264225119,117,19332,NA,NA,0,0,NA,0.00299157492357293,-5.8119552999613
"2075",2075,600,"MAR","Morocco",1981,-2.7643411,0.42,16.803989,-8,0,1,0,0,0,5,1,5,55.5723936277475,120,19836,3,NA,0,0,NA,0.00280159274187072,-5.87756718714467
"2076",2076,600,"MAR","Morocco",1982,9.6190414,0.42700001,16.82781,-8,0,1,0,0,0,5,0,4,60.3816448855262,125,20354,3,3,0,0,NA,0.00296657388648552,-5.82034756561957
"2077",2077,600,"MAR","Morocco",1983,-0.55759257,0.43400002,16.85117,-8,0,1,0,0,0,4,0,5,52.6881028938907,135,20837,4,3,0,0,NA,0.00252858390813892,-5.98009585304767
"2078",2078,600,"MAR","Morocco",1984,4.33636,0.44099998,16.874069,-8,0,1,0,0,0,4,1,5,27.9251324363602,149,21331,4,4,0,0,NA,0.00130913376946042,-6.63838960517447
"2079",2079,600,"MAR","Morocco",1985,6.3251271,0.44799999,16.89646,-8,0,1,0,0,0,4,1,4,23.9265891188862,165,21836,4,4,0,0,NA,0.00109574047989038,-6.81632490691631
"2080",2080,600,"MAR","Morocco",1986,8.2993088,0.4552,16.91835,-8,0,1,0,0,0,2,1,4,33.5953296949092,185,22354,6,4,0,0,NA,0.00150287777108836,-6.50037349481272
"2081",2081,600,"MAR","Morocco",1987,-2.5446849,0.46240002,16.939711,-8,0,1,0,0,0,5,1,4,37.5808425100507,200,22884,3,6,0,0,NA,0.00164223223693632,-6.41169884254715
"2082",2082,600,"MAR","Morocco",1988,10.41457,0.46959999,16.960541,-8,0,1,0,0,0,5,0,4,48.5324902806853,195,23407,3,3,0,0,NA,0.00207341779299719,-6.17855692555657
"2083",2083,600,"MAR","Morocco",1989,2.3666539,0.4768,16.980801,-8,0,1,0,0,0,4,0,5,50.5198112813661,195,23951,4,3,0,0,0,0.00210929862140896,-6.16139979366877
"2084",2084,600,"MAR","Morocco",1990,4.0344758,0.48400002,17.000509,-8,0,1,0,0,0,1,1,4,61.2569935067587,195,24487,7,4,0,0,0,0.00250161283565805,-5.99081962085441
"2085",2085,600,"MAR","Morocco",1991,6.8980579,0.49099998,17.01964,-8,0,1,0,0,0,4,0,5,39.2885691446843,195,25020,4,7,0,0,0,0.00157028653655812,-6.4564971689125
"2086",2086,600,"MAR","Morocco",1992,-4.0309958,0.49799999,17.038179,-7,0,1,0,0,0,4,0,2,44.6236348690649,195,25547,4,4,0,0,0,0.00174672700783125,-6.35001152344574
"2087",2087,600,"MAR","Morocco",1993,-1.012255,0.505,17.056129,-7,0,1,0,0,0,3,0,1,45.7631669799379,195,26069,5,4,0,0,0,0.00175546307798296,-6.34502259477124
"2088",2088,600,"MAR","Morocco",1994,10.35805,0.51200001,17.073469,-7,0,1,0,0,0,4,0,1,47.085370440015,195,26590,4,5,0,0,0,0.00177079241970722,-6.33632813783195
